epoch,step,train_loss
0,0,29.851838270823162
0,1,25.340325514475506
0,2,22.763344287872314
0,3,21.431926091512043
0,4,20.487913608551025
0,5,19.546166102091473
0,6,18.57800531387329
0,7,18.225502014160156
0,8,17.482198238372803
0,9,16.651862859725952
0,10,16.61351426442464
0,11,16.62912607192993
0,12,16.28330127398173
0,13,15.478185494740805
0,14,15.278805494308472
0,15,15.04214326540629
0,16,14.746830304463705
0,17,14.166048685709635
0,18,14.090276797612509
0,19,14.192689895629883
0,20,13.628395318984985
0,21,13.723643938700357
0,22,14.237893422444662
0,23,13.118135213851929
0,24,13.58528765042623
0,25,13.408542474110922
0,26,12.933070659637451
0,27,13.175127665201822
0,28,12.824225505193075
0,29,12.844523270924887
0,30,12.312863747278849
0,31,12.449417273203531
0,32,12.68092123667399
0,33,12.325515349706015
0,34,12.249412377675375
0,35,12.13740086555481
0,36,12.201213280359903
0,37,12.05356232325236
0,38,11.851747115453085
0,39,11.804503679275513
0,40,11.892817974090576
0,41,11.399422645568848
0,42,11.611868143081665
0,43,11.977575620015463
0,44,11.464004437128702
0,45,11.495766639709473
0,46,11.185276985168457
0,47,11.601906379063925
0,48,11.226322809855143
0,49,11.530995766321817
0,50,11.309561967849731
0,51,11.361706733703613
0,52,11.03110647201538
0,53,11.162022670110067
0,54,11.100308259328207
0,55,11.1168585618337
0,56,11.021517038345337
0,57,10.696312745412191
0,58,10.833725293477377
0,59,11.079040050506592
0,60,10.798301219940186
0,61,10.803327242533365
0,62,11.32473055521647
0,63,10.936734755833944
0,64,10.601060628890991
0,65,10.69456950823466
0,66,10.366856813430786
0,67,10.699586232503256
0,68,10.526157220204672
0,69,10.559770822525024
0,70,10.603826920191446
0,71,10.546303987503052
0,72,10.663077354431152
0,73,10.646007299423218
0,74,10.334445238113403
0,75,11.065301656723022
0,76,10.197480916976929
0,77,10.580721775690714
0,78,10.266586860020956
0,79,10.431310415267944
0,80,10.34451150894165
0,81,10.406519095102945
0,82,10.430518945058187
0,83,10.11274250348409
0,84,10.314062198003134
0,85,9.902016083399454
0,86,10.202601353327433
0,87,10.293531735738119
0,88,10.177539269129435
0,89,9.817907174428305
0,90,9.99988047281901
0,91,10.385939598083496
0,92,10.354039192199707
0,93,9.870189269383749
0,94,9.584938526153564
0,95,10.014750083287558
0,96,9.733915646870932
0,97,10.116832733154297
0,98,9.915101846059164
0,99,9.755959351857504
0,100,9.779403686523438
0,101,9.972083568572998
0,102,9.970171531041464
0,103,9.417441527048746
0,104,9.939336140950521
0,105,9.782967646916708
0,106,10.081997235616049
0,107,9.474936167399088
0,108,9.77131986618042
0,109,9.496336619059244
0,110,9.43628485997518
0,111,9.543168306350708
0,112,9.75018040339152
0,113,9.61867650349935
0,114,9.560426870981852
0,115,9.665300846099854
0,116,9.478205760320028
0,117,9.500934998194376
0,118,10.134493112564087
0,119,9.535986741383871
0,120,9.675698598225912
0,121,9.681392351786295
0,122,9.335984627405802
0,123,9.793424685796102
0,124,9.56882929801941
0,125,9.597560246785482
0,126,9.535662651062012
0,127,9.484163284301758
1,0,9.815103848775228
1,1,9.160808642705282
1,2,9.483252763748169
1,3,9.176565011342367
1,4,9.32961106300354
1,5,9.611732562383017
1,6,9.228610475858053
1,7,9.1421107451121
1,8,9.189257224400839
1,9,9.091268618901571
1,10,9.651672601699829
1,11,9.451172272364298
1,12,9.307321627934774
1,13,8.968185226122538
1,14,9.310830434163412
1,15,9.194510698318481
1,16,8.881288210550943
1,17,9.38503885269165
1,18,9.364782174428305
1,19,9.447513818740845
1,20,9.326476812362671
1,21,9.057173411051432
1,22,9.247570753097534
1,23,9.04957946141561
1,24,9.249711990356445
1,25,9.268023014068604
1,26,9.367968956629435
1,27,9.048958937327066
1,28,9.16293470064799
1,29,9.279335260391235
1,30,9.098446528116861
1,31,8.949168046315512
1,32,8.933945020039877
1,33,9.036346435546875
1,34,8.988702376683554
1,35,9.170764048894247
1,36,9.141310771306356
1,37,8.833954016367594
1,38,9.25627056757609
1,39,8.663835565249125
1,40,9.032047589619955
1,41,9.026299397150675
1,42,8.888595024744669
1,43,9.001954793930054
1,44,9.100568373998007
1,45,8.808220624923706
1,46,9.011196851730347
1,47,8.793789188067118
1,48,9.071179389953613
1,49,9.090298493703207
1,50,9.344094355901083
1,51,8.90337085723877
1,52,8.852341254552206
1,53,8.988818009694418
1,54,8.658155918121338
1,55,8.952965100606283
1,56,8.756176590919495
1,57,8.982892513275146
1,58,8.862275123596191
1,59,8.65073037147522
1,60,9.010701258977255
1,61,8.910191535949707
1,62,9.011250495910645
1,63,9.081872463226318
1,64,8.99683396021525
1,65,8.658819397290548
1,66,8.883926351865133
1,67,8.9097953637441
1,68,8.86197284857432
1,69,9.066497802734375
1,70,8.763500928878784
1,71,8.856196880340576
1,72,8.96636994679769
1,73,8.702585657437643
1,74,8.974416693051657
1,75,8.74445923169454
1,76,8.830716292063395
1,77,8.703010638554892
1,78,9.08906634648641
1,79,8.744146148363749
1,80,8.725499232610067
1,81,8.659144560496012
1,82,8.576974431673685
1,83,8.82835853099823
1,84,8.926722168922424
1,85,9.112042665481567
1,86,8.652352333068848
1,87,8.79948115348816
1,88,8.48807426293691
1,89,8.64135730266571
1,90,8.725792407989502
1,91,8.42658551534017
1,92,8.916812260945639
1,93,8.485425313313803
1,94,8.679649790128073
1,95,8.696104288101196
1,96,8.767900228500366
1,97,8.579811692237854
1,98,8.84473200639089
1,99,8.596494833628336
1,100,8.502443393071493
1,101,8.475330909093222
1,102,8.463611801465353
1,103,8.702699422836304
1,104,8.580963571866354
1,105,8.473243991533915
1,106,8.486168384552002
1,107,8.678377827008566
1,108,8.714917500813803
1,109,8.595822135607401
1,110,8.924760580062866
1,111,8.582339843114218
1,112,8.491757273674011
1,113,8.759312470753988
1,114,8.648188471794128
1,115,8.671783884366354
1,116,8.405877908070883
1,117,8.517624934514364
1,118,8.587091406186422
1,119,8.492367545763651
1,120,8.333577116330465
1,121,8.201785723368326
1,122,8.559493064880371
1,123,8.443297942479452
1,124,8.35391632715861
1,125,8.48453950881958
1,126,8.58511769771576
1,127,8.40170693397522
