epoch,step,update,train_loss
0,112,112,9.090889493624369
0,113,113,9.329469760258993
0,114,114,9.489080588022867
0,115,115,9.329765717188517
0,116,116,9.3639923731486
0,117,117,9.101342757542929
0,118,118,9.307638247807821
0,119,119,9.386970361073812
0,120,120,9.117788235346476
0,121,121,9.215724547704061
0,122,122,9.072841962178549
0,123,123,9.234094937642416
0,124,124,9.57235058148702
0,125,125,9.188771963119507
0,126,126,9.290035883585611
0,127,127,8.976190090179443
1,0,128,9.052664915720621
1,1,129,9.461259762446085
1,2,130,9.057413260142008
1,3,131,8.931531111399332
1,4,132,9.033332665761312
1,5,133,8.850402235984802
1,6,134,9.053887764612833
1,7,135,8.778094371159872
1,8,136,9.151676257451376
1,9,137,8.99103013674418
1,10,138,9.413719495137533
1,11,139,9.053766051928202
1,12,140,8.691524108250936
1,13,141,8.97487767537435
1,14,142,8.77608585357666
1,15,143,8.842114130655924
1,16,144,8.996313333511353
1,17,145,9.227774779001871
1,18,146,9.225427548090616
1,19,147,8.942285378774008
1,20,148,9.060627142588297
1,21,149,8.775008281071981
1,22,150,9.138346513112387
1,23,151,8.891398191452026
1,24,152,8.957416772842407
1,25,153,8.946345249811808
1,26,154,8.587230364481607
1,27,155,9.046306927998861
1,28,156,8.98729157447815
1,29,157,8.816861311594645
1,30,158,9.421003421147665
1,31,159,8.96375560760498
1,32,160,9.452731529871622
1,33,161,8.84002443154653
1,34,162,9.097307999928793
1,35,163,9.152695655822754
1,36,164,8.810291210810343
1,37,165,8.955957174301147
1,38,166,8.625661452611288
1,39,167,8.824520905812582
1,40,168,8.564359386761984
1,41,169,8.842307249704996
1,42,170,8.760024984677633
1,43,171,8.574900388717651
1,44,172,8.671227614084879
1,45,173,8.623530983924866
1,46,174,9.129525979359945
1,47,175,8.841988881429037
1,48,176,8.652966817220053
1,49,177,8.65283171335856
1,50,178,8.890678803126017
1,51,179,8.769385496775309
1,52,180,8.696542421976725
1,53,181,8.923814217249552
1,54,182,8.741429169972738
1,55,183,8.987268010775248
1,56,184,8.571527441342672
1,57,185,8.674865484237671
1,58,186,8.768141190210978
1,59,187,8.690921425819397
1,60,188,8.928167819976807
1,61,189,8.657825946807861
1,62,190,8.784154971440634
1,63,191,8.620666782061258
1,64,192,8.780498623847961
1,65,193,8.798155307769775
1,66,194,8.78933330376943
1,67,195,8.757007598876953
1,68,196,8.783993403116861
1,69,197,8.748362382253012
1,70,198,8.558939417203268
1,71,199,8.565569281578064
1,72,200,8.985821962356567
1,73,201,8.66326109568278
1,74,202,8.412755489349365
1,75,203,8.67672880490621
1,76,204,8.8162891070048
1,77,205,8.51133139928182
1,78,206,8.684622844060263
1,79,207,8.380409320195517
1,80,208,8.594759146372477
1,81,209,8.791197617848715
1,82,210,8.287695447603861
1,83,211,8.735396226247152
1,84,212,8.472384969393412
1,85,213,8.452003955841064
1,86,214,8.363688429196676
1,87,215,8.699167648951212
1,88,216,8.427805503209433
1,89,217,8.54574171702067
1,90,218,8.717020670572916
1,91,219,8.420884013175964
1,92,220,8.470231691996256
1,93,221,8.535408775011698
1,94,222,8.400750358899435
1,95,223,8.361787478129068
1,96,224,8.557123502095541
1,97,225,8.383117198944092
1,98,226,8.553458054860434
1,99,227,8.485060850779215
1,100,228,8.28332487742106
1,101,229,8.667274514834086
1,102,230,8.465776920318604
1,103,231,8.466552337010702
1,104,232,8.213617404301962
1,105,233,8.347663879394531
1,106,234,8.429784417152405
1,107,235,8.338606437047323
1,108,236,8.737284580866495
1,109,237,8.483911673227945
1,110,238,8.437066078186035
1,111,239,8.397846857706705
1,112,240,8.505178689956665
1,113,241,8.640171964963278
1,114,242,8.183281501134237
1,115,243,8.331984162330627
1,116,244,8.282876253128052
1,117,245,8.409986972808838
1,118,246,8.499910116195679
1,119,247,8.249628782272339
1,120,248,8.405699531237284
1,121,249,8.627297719319662
1,122,250,8.443512201309204
1,123,251,8.642505327860514
1,124,252,8.520651499430338
1,125,253,8.51582940419515
1,126,254,8.394692023595175
1,127,255,8.323551217714945
