k,total_params,scheduler,epochs,seq_len,batch_size,lr,weight_decay,vocab_size,max_train_batches,max_eval_batches,compile,num_workers,auto_batch_by_k,active_column_fraction,active_row_fraction,grad_accum_steps,effective_train_batch_size,micro_train_batch_size,effective_eval_batch_size,active_column_count,active_row_count,train_sequences_seen,train_tokens_seen,eval_sequences_seen,eval_tokens_seen,d_model,ensemble_loss,avg_individual_loss,ensemble_gain,member_certainty_mean,member_certainty_min,member_certainty_max,member_certainty_std,prediction_dissimilarity_kl,member_certainty_by_index,most_certain_member_index,least_certain_member_index,member_certainty_range,member_certainty_observed_count_min,member_certainty_observed_count_max
128,10000000,max,1,128,12,0.0003,0.1,32000,3267,,False,2,False,0.125,0.5,1,12,12,12,16,64,39204,5018112,1888,241664,80,7.321268724489816,15.75879237018054,8.437523645690725,0.15162040467692328,0.058013257818131506,0.27570208529882795,0.062999257310942,1.2466318890263763,"[0.1418837159872055, 0.15311425924301147, 0.14687740802764893, 0.1583787053823471, 0.1536029577255249, 0.16194035112857819, 0.16340552270412445, 0.15110838413238525, 0.14093953371047974, 0.14376643300056458, 0.13865330815315247, 0.14015080034732819, 0.15185455977916718, 0.13809829950332642, 0.13527731597423553, 0.14168423414230347, 0.13251130282878876, 0.12155137956142426, 0.12576502561569214, 0.12766942381858826, 0.13247378170490265, 0.12862153351306915, 0.11234263330698013, 0.13165295124053955, 0.1149275153875351, 0.06393621861934662, 0.06676964461803436, 0.06438957899808884, 0.06657569110393524, 0.054250214248895645, 0.06153690814971924, 0.06621043384075165, 0.06817378848791122, 0.06772365421056747, 0.06860139966011047, 0.07300558686256409, 0.0709078311920166, 0.07675991952419281, 0.07172838598489761, 0.07713387161493301, 0.07533733546733856, 0.07546992599964142, 0.07492873072624207, 0.07135126739740372, 0.07352504134178162, 0.07036902010440826, 0.06780773401260376, 0.06678438186645508, 0.06783057004213333, 0.059818997979164124, 0.09108991175889969, 0.08628134429454803, 0.09490387886762619, 0.14790324866771698, 0.1859162300825119, 0.1841673105955124, 0.19602136313915253, 0.1786978542804718, 0.19816350936889648, 0.19987723231315613, 0.2128143310546875, 0.21208925545215607, 0.226515993475914, 0.21539542078971863, 0.2261924147605896, 0.22089068591594696, 0.24299143254756927, 0.23672783374786377, 0.2261943221092224, 0.23690491914749146, 0.24534128606319427, 0.2634696364402771, 0.2734924256801605, 0.25578027963638306, 0.2751613259315491, 0.2623830735683441, 0.26681727170944214, 0.26738619804382324, 0.24955031275749207, 0.25107434391975403, 0.25341111421585083, 0.23535163700580597, 0.24038995802402496, 0.221156045794487, 0.22372834384441376, 0.2326844185590744, 0.21413059532642365, 0.20146137475967407, 0.1935499757528305, 0.21012860536575317, 0.1724959909915924, 0.12992142140865326, 0.1197732612490654, 0.13364562392234802, 0.1245555654168129, 0.13801120221614838, 0.1460529863834381, 0.14901037514209747, 0.14495423436164856, 0.1568812131881714, 0.155589297413826, 0.14938321709632874, 0.1501709669828415, 0.16051381826400757, 0.15483416616916656, 0.15189975500106812, 0.16874003410339355, 0.15837858617305756, 0.1569180190563202, 0.16230559349060059, 0.1677836775779724, 0.1568712294101715, 0.150289848446846, 0.15078654885292053, 0.15098905563354492, 0.15149825811386108, 0.15054552257061005, 0.1551959067583084, 0.15558552742004395, 0.1602739691734314, 0.15699061751365662, 0.15202324092388153, 0.15839539468288422, 0.15156787633895874, 0.14496545493602753, 0.12746192514896393, 0.12941093742847443, 0.14941519498825073]",74,29,0.22091111168265343,10,30
