epoch,step,train_loss
0,0,30.676166534423828
0,1,28.049942016601562
0,2,26.248790740966797
0,3,24.89092254638672
0,4,24.76442527770996
0,5,24.118175506591797
0,6,22.753494262695312
0,7,23.63220977783203
0,8,22.206233978271484
0,9,21.321847915649414
0,10,22.280750274658203
0,11,20.273632049560547
0,12,21.141157150268555
0,13,19.504043579101562
0,14,19.849674224853516
0,15,18.74995994567871
0,16,20.105138778686523
0,17,19.818281173706055
0,18,19.442380905151367
0,19,19.311317443847656
0,20,18.299413681030273
0,21,18.150711059570312
0,22,18.102523803710938
0,23,19.04045867919922
0,24,18.609600067138672
0,25,18.214969635009766
0,26,17.58422088623047
0,27,17.006065368652344
0,28,16.432933807373047
0,29,15.891764640808105
0,30,16.421710968017578
0,31,16.151004791259766
0,32,16.452075958251953
0,33,16.812931060791016
0,34,15.869909286499023
0,35,16.206344604492188
0,36,15.96204662322998
0,37,15.515317916870117
0,38,16.46949577331543
0,39,16.449478149414062
0,40,16.071781158447266
0,41,16.61206817626953
0,42,15.797033309936523
0,43,16.240781784057617
0,44,16.073583602905273
0,45,16.971731185913086
0,46,14.929105758666992
0,47,16.061729431152344
0,48,15.201904296875
0,49,15.608924865722656
0,50,16.127948760986328
0,51,15.034337997436523
0,52,15.30667495727539
0,53,14.847814559936523
0,54,14.956083297729492
0,55,15.863790512084961
0,56,14.821016311645508
0,57,15.345683097839355
0,58,15.863874435424805
0,59,15.167068481445312
0,60,14.161598205566406
0,61,14.534567832946777
0,62,14.665846824645996
0,63,14.447653770446777
0,64,15.123812675476074
0,65,14.438497543334961
0,66,15.053688049316406
0,67,14.414576530456543
0,68,14.269923210144043
0,69,14.720694541931152
0,70,15.035231590270996
0,71,14.32813549041748
0,72,14.989355087280273
0,73,13.701560974121094
0,74,14.300697326660156
0,75,14.24293041229248
0,76,13.836212158203125
0,77,14.446252822875977
0,78,14.048772811889648
0,79,14.027270317077637
0,80,13.318304061889648
0,81,14.546401023864746
0,82,13.515783309936523
0,83,14.105429649353027
0,84,13.581548690795898
0,85,13.718557357788086
0,86,13.620570182800293
0,87,13.741880416870117
0,88,14.007553100585938
0,89,14.256025314331055
0,90,14.367345809936523
0,91,13.161911010742188
0,92,13.471385955810547
0,93,13.629454612731934
0,94,12.496672630310059
0,95,13.331496238708496
0,96,13.614656448364258
0,97,13.650301933288574
0,98,16.03766632080078
0,99,13.113174438476562
0,100,13.175420761108398
0,101,12.686063766479492
0,102,13.592578887939453
0,103,13.82425594329834
0,104,12.875778198242188
0,105,12.843000411987305
0,106,13.062253952026367
0,107,12.998194694519043
0,108,12.948476791381836
0,109,12.832396507263184
0,110,12.66124153137207
0,111,12.075565338134766
0,112,13.536796569824219
0,113,12.971668243408203
0,114,13.982990264892578
0,115,12.88958740234375
0,116,13.271105766296387
0,117,12.311518669128418
0,118,12.94745922088623
0,119,12.502288818359375
0,120,12.90080451965332
0,121,12.0289945602417
0,122,12.675753593444824
0,123,12.057828903198242
0,124,11.957109451293945
0,125,12.574305534362793
0,126,12.347716331481934
0,127,12.30056381225586
1,0,13.123069763183594
1,1,13.283224105834961
1,2,13.1821928024292
1,3,12.171043395996094
1,4,12.675048828125
1,5,12.161413192749023
1,6,11.655797958374023
1,7,13.280744552612305
1,8,11.897425651550293
1,9,13.074675559997559
1,10,12.13361930847168
1,11,12.290224075317383
1,12,12.356681823730469
1,13,12.660652160644531
1,14,12.208019256591797
1,15,12.005289077758789
1,16,11.977958679199219
1,17,12.0007963180542
1,18,12.142906188964844
1,19,12.051432609558105
1,20,11.98417854309082
1,21,12.512423515319824
1,22,11.618741989135742
1,23,11.95098876953125
1,24,12.608451843261719
1,25,12.082509994506836
1,26,11.6356201171875
1,27,11.546354293823242
1,28,12.043645858764648
1,29,12.534208297729492
1,30,11.694129943847656
1,31,12.067144393920898
1,32,12.090372085571289
1,33,10.984655380249023
1,34,11.20631217956543
1,35,11.967000961303711
1,36,11.62512493133545
1,37,11.63840103149414
1,38,11.355417251586914
1,39,12.276022911071777
1,40,12.25629711151123
1,41,12.052268981933594
1,42,11.849944114685059
1,43,11.896207809448242
1,44,11.33564281463623
1,45,12.057243347167969
1,46,11.319831848144531
1,47,10.961324691772461
1,48,10.743341445922852
1,49,12.428836822509766
1,50,11.087844848632812
1,51,10.666032791137695
1,52,11.377376556396484
1,53,11.688108444213867
1,54,12.494757652282715
1,55,11.359067916870117
1,56,11.211477279663086
1,57,12.653246879577637
1,58,11.383171081542969
1,59,12.261266708374023
1,60,11.91108512878418
1,61,11.076006889343262
1,62,11.479751586914062
1,63,12.515589714050293
1,64,10.812861442565918
1,65,11.090876579284668
1,66,11.049311637878418
1,67,11.516219139099121
1,68,11.314308166503906
1,69,10.970405578613281
1,70,11.960920333862305
1,71,11.262666702270508
1,72,10.821464538574219
1,73,11.693111419677734
1,74,10.683642387390137
1,75,10.782866477966309
1,76,10.993788719177246
1,77,11.635231018066406
1,78,11.883678436279297
1,79,10.568628311157227
1,80,10.852895736694336
