epoch,step,train_loss
0,0,31.487438201904297
0,1,30.831222534179688
0,2,29.402565002441406
0,3,28.744428634643555
0,4,28.44143295288086
0,5,28.084083557128906
0,6,27.29420280456543
0,7,25.91167449951172
0,8,25.4576416015625
0,9,25.758153915405273
0,10,25.356769561767578
0,11,23.35901641845703
0,12,24.93342399597168
0,13,23.72027587890625
0,14,23.573293685913086
0,15,25.424938201904297
0,16,23.420299530029297
0,17,21.995887756347656
0,18,22.745956420898438
0,19,21.6937255859375
0,20,25.091293334960938
0,21,22.35388946533203
0,22,21.800556182861328
0,23,22.17110252380371
0,24,20.34400749206543
0,25,21.32671356201172
0,26,20.46497344970703
0,27,19.812915802001953
0,28,20.681427001953125
0,29,20.56787109375
0,30,20.598087310791016
0,31,19.508930206298828
0,32,19.395925521850586
0,33,18.895889282226562
0,34,19.701318740844727
0,35,19.8236083984375
0,36,19.625030517578125
0,37,19.06610107421875
0,38,19.169307708740234
0,39,19.558568954467773
0,40,18.67706871032715
0,41,18.53868865966797
0,42,17.79372787475586
0,43,19.732540130615234
0,44,18.308929443359375
0,45,19.62847900390625
0,46,18.314115524291992
0,47,17.17620849609375
0,48,18.197860717773438
0,49,19.755868911743164
0,50,22.973960876464844
0,51,17.59278678894043
0,52,18.000028610229492
0,53,18.58687400817871
0,54,18.377668380737305
0,55,17.474658966064453
0,56,17.733245849609375
0,57,20.54745864868164
0,58,20.486658096313477
0,59,17.514074325561523
0,60,17.249675750732422
0,61,17.534887313842773
0,62,17.068260192871094
0,63,17.044315338134766
0,64,17.61777114868164
0,65,22.617698669433594
0,66,17.008190155029297
0,67,20.264404296875
0,68,22.046249389648438
0,69,17.559165954589844
0,70,17.156827926635742
0,71,16.613771438598633
0,72,19.51447868347168
0,73,17.394126892089844
0,74,17.01807975769043
0,75,16.51350975036621
0,76,16.997238159179688
0,77,16.52863121032715
0,78,17.04335594177246
0,79,16.76112937927246
0,80,17.631319046020508
0,81,16.28554916381836
0,82,16.22931671142578
