k,total_params,scheduler,epochs,seq_len,batch_size,lr,weight_decay,vocab_size,max_train_batches,max_eval_batches,compile,num_workers,auto_batch_by_k,active_column_fraction,effective_train_batch_size,effective_eval_batch_size,active_column_count,train_sequences_seen,train_tokens_seen,eval_sequences_seen,eval_tokens_seen,d_model,ensemble_loss,avg_individual_loss,ensemble_gain,member_certainty_mean,member_certainty_min,member_certainty_max,member_certainty_std,prediction_dissimilarity_kl,member_certainty_by_index,most_certain_member_index,least_certain_member_index,member_certainty_range,member_certainty_observed_count_min,member_certainty_observed_count_max
2,20000,min,1,128,8,0.0003,0.1,32000,1,1,False,0,False,1.0,8,8,2,8,1024,8,1024,28,23.175025939941406,23.323261260986328,0.14823532104492188,0.46407148241996765,0.4617069363594055,0.4664360284805298,0.002364546060562134,0.08047592639923096,"[0.4617069363594055, 0.4664360284805298]",1,0,0.004729092121124268,1,1
