k,total_params,scheduler,epochs,seq_len,batch_size,lr,weight_decay,vocab_size,max_train_batches,max_eval_batches,compile,num_workers,d_model,ensemble_loss,avg_individual_loss,ensemble_gain,member_certainty_mean,member_certainty_min,member_certainty_max,member_certainty_std,prediction_dissimilarity_kl
2,20000,min,1,128,8,0.0003,0.1,32000,1,1,False,0,28,22.346752166748047,23.13532257080078,0.7885704040527344,0.4636184871196747,0.4589202404022217,0.4683167338371277,0.004698246717453003,0.11057447642087936
